Reaction ID,RXN type,Reactant(s)
2015136,inter_rxn_one_mixture,"['C=CCOC(=O)NC', 'COc1ccc(I)cc1']"
2015160,inter_rxn_one_mixture,"['C=CCOC(=O)NC1CCCCC1', 'COc1ccc(I)cc1']"
2043880,inter_rxn_one_to_beta,"['C=Cc1cc(OC)c(OC)c(OC)c1', 'Nc1nc(N)c2cc(I)ccc2n1']"
2056585,inter_rxn_one_to_beta,"['C=Cc1ccc2ccccc2c1', 'CC(=O)Nc1ccccc1Br']"
2284104,inter_rxn_one_to_beta,"['C=C[C@H](NC(=O)OCc1ccccc1)C(=O)O', 'COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(OS(=O)(=O)C(F)(F)F)=CC[C@@H]12']"
2846059,inter_rxn_one_to_beta,"['C=C[C@H](NC(=O)OCc1ccccc1)C(=O)O', 'CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(OS(=O)(=O)C(F)(F)F)=CC[C@]4(C)[C@H]3CC[C@]12C']"
2890221,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Cc1ccc(I)cc1']"
2935972,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Brc1cscn1']"
3292478,inter_rxn_one_to_beta,"['C=CC=C', 'Ic1ccccc1']"
3292757,inter_rxn_one_to_beta,"['C=CC=C', 'COc1ccc(I)cc1']"
3330410,inter_rxn_one_to_beta,"['C=CC#N', 'Oc1ccc(I)cc1']"
3330417,inter_rxn_one_to_beta,"['C=CC#N', 'Ic1cccc2ccccc12']"
3330560,inter_rxn_one_to_beta,"['C=CC#N', 'CC(=O)Nc1ccccc1Br']"
3331126,inter_rxn_one_to_beta,"['C=CC#N', 'Ic1ccc(C2(N3CCCCC3)CCCCC2)cc1']"
3353044,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Ic1ccc(C2(N3CCCCC3)CCCCC2)cc1']"
3353215,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1ccc(S(=O)(=O)n2cc(I)c3c(Br)cccc32)cc1']"
3353490,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1cc(Br)c2c3c1O[C@H]1[C@@H](O[Si](C)(C)C(C)(C)C)C=C[C@@H]4[C@@H](C2)N(C)CC[C@@]341']"
3353828,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=c1[nH]c(=O)n([C@H]2C[C@@H](CO)[C@H](O)C2)cc1I']"
3533676,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CC(C)(C)c1cc(I)c2c(c1)OCCOCCOCCOCCO2']"
3791056,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1nc(C)c(I)c(=O)[nH]1']"
3791504,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cn1cncc1I']"
3857434,inter_rxn_one_to_alpha,"['C=CC[Si](C)(C)C', 'Ic1ccccc1']"
3864935,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Cc1cc(I)nc(C(C)C)n1']"
3865804,inter_rxn_one_to_beta,"['C=CP(=O)(c1ccccc1)c1ccccc1', 'Brc1cccc(I)c1']"
3914803,inter_rxn_one_to_beta,"['C=CC(=C)C', 'COc1ccc(I)cc1']"
3952144,inter_rxn_one_to_beta,"['C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC(C)=O)[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@@]21C', 'Ic1ccccc1']"
3960150,inter_rxn_one_to_beta,"['C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C', 'Brc1ccc(I)cc1']"
4243978,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=C(O)c1ccc(Br)s1']"
4436851,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(=O)OC[C@H]1O[C@@H](n2cnc(C(N)=O)c2I)[C@H](OC(C)=O)[C@@H]1OC(C)=O']"
4436876,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCN1c2ncccc2C(=O)N(C)c2ccc(OS(=O)(=O)C(F)(F)F)nc21']"
4483132,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=c1oc2cc(Br)cnc2n1Cc1ccccc1']"
4485205,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CCOC(=O)CCc1ccccc1-c1cccc(I)c1']"
4516607,inter_rxn_one_to_beta,"['C=Cc1ccccc1/C=C/c1cccc(Br)c1', 'Brc1ccc(I)cc1']"
4565572,inter_rxn_one_to_beta,"['C=C[C@@H](CO)NC(=O)OC(C)(C)C', 'O=S(=O)(OC1=CCCCC1)C(F)(F)F']"
4565573,inter_rxn_one_to_beta,"['C=C[C@@H](CO)NC(=O)OCc1ccccc1', 'O=S(=O)(OC1=CCCCC1)C(F)(F)F']"
4616004,inter_rxn_one_to_beta,"['C=Cc1cc(OC)c(OC)c(OC)c1', 'CC(C)(C)C(=O)Nc1nc(NC(=O)C(C)(C)C)c2cc(Br)cnc2n1']"
4689297,inter_rxn_one_to_beta,"['C=CC(N)=O', 'CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(Br)cccc3nc2-1']"
4735734,inter_rxn_one_to_alpha,"['C=COCC', 'CCOC(=O)c1csc(-c2ccc(C(OC)OC)nc2OS(=O)(=O)C(F)(F)F)n1']"
4769591,inter_rxn_one_to_beta,"['C=CCN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C', 'Nc1cc(C(F)(F)F)ccc1Br']"
4902892,inter_rxn_one_to_beta,"['C=Cc1c[nH]c2nc(NC(=O)C(C)(C)C)[nH]c(=O)c12', 'CCOC(=O)CC[C@@H](C(=O)OCC)N1Cc2ccc(I)cc2C1=O']"
4936537,inter_rxn_one_to_beta,"['C=CCc1ccccc1NS(=O)(=O)c1ccc(C)cc1', 'CC1(C)C=C(OS(=O)(=O)C(F)(F)F)CC(C)(C)C1']"
4936549,inter_rxn_one_to_beta,"['C=Cc1ccccc1NS(=O)(=O)c1ccc(C)cc1', 'COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)CCC1']"
5010433,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=[N+]([O-])c1ccccc1Br']"
5068312,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1c(Cl)c(=O)n2c(=O)c(I)c(C)n12']"
5084553,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Ic1ccc2c(c1)C1c3cccc4cccc(c34)C21']"
5091250,inter_rxn_one_to_beta,"['C=CCCCCCC', 'CC(C)[C@H]1C(=O)N[C@H](CO[Si](C)(C)C(C)(C)C)Cc2c[nH]c3cc(Br)cc(c23)N1C']"
5136461,inter_rxn_one_to_beta,"['C=CCc1ccccc1', 'CN(C(=O)c1ncc2c(c1I)c1ccccc1n2S(=O)(=O)N(C)C)c1ccccc1']"
5157395,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cn1c(Br)cnc1Sc1ccccc1']"
5186395,inter_rxn_one_mixture,"['C=Cc1ccc(OC)cc1', 'Ic1ccccc1']"
5186951,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Brc1ccc2[nH]ccc2c1']"
8573094,inter_rxn_one_to_beta,"['C=CC#N', 'COC(=O)c1c([Si](C)(C)C)c(I)cn1S(=O)(=O)N(C)C']"
8581051,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)(C)OC(=O)Nc1csc(Br)c1NC(=O)OC(C)(C)C']"
8672724,inter_rxn_one_mixture,"['C=CCN1C(=O)c2ccccc2C1=O', 'O=S(=O)(Oc1cccc2ccccc12)C(F)(F)F']"
8675259,inter_rxn_one_to_beta,"['C=CC(C)(O)CC/C=C(\\C)CCC=C(C)C', 'Oc1ccc(OCc2ccccc2)cc1Br']"
8679238,inter_rxn_one_to_beta,"['C=CC(C)(O)CC/C=C(\\C)CC/C=C(\\C)CCC=C(C)C', 'Oc1ccc(OCc2ccccc2)cc1Br']"
8807389,inter_rxn_one_to_alpha,"['C=COCCCC', 'N#Cc1ccc(Br)cc1']"
8816005,inter_rxn_one_to_beta,"['C=Cc1ccc([Si](C)(OC)OC)cc1', 'CO[Si](C)(OC)c1ccc(Br)cc1']"
8893388,inter_rxn_one_to_alpha,"['C=COCC', 'COC(=O)c1ccc(C(OC)OC)nc1OS(=O)(=O)C(F)(F)F']"
8935820,inter_rxn_one_mixture,"['C=COCCCC', 'CN(C)c1ccc(Br)cc1']"
8960522,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COc1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1']"
8960524,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1']"
8996948,inter_rxn_one_to_beta,"['C=Cc1ccc(O)cc1', 'O=C1Nc2cccc(I)c2C1=O']"
9001052,inter_rxn_one_to_beta,"['C=CS(N)(=O)=O', 'CCc1cc(Br)cc(C(=O)c2ccccc2)c1']"
9022232,inter_rxn_one_to_beta,"['C=COCC', 'O=[N+]([O-])c1ccc(Br)cc1']"
9119790,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)c1cc(C(=O)OC)c2cc(Br)ccc2n1']"
9127007,inter_rxn_one_to_beta,"['C=CCC(C(=O)OCC)C(=O)OCC', 'COc1ccc(I)cc1']"
9145019,inter_rxn_one_to_beta,"['C=CC#N', 'O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1']"
9245218,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COC(=O)CSc1cc(Cl)c(I)cc1Cl']"
9308018,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=C1C[C@H](O)[C@@H]([Se]c2ccccc2)N1Cc1cc2c(cc1I)OCO2']"
9337538,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=[N+]([O-])c1c(I)ccc2c1C=CC1(CCCC1)O2']"
9337539,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=[N+]([O-])c1c(I)ccc2c1C=CC1(CCCCC1)O2']"
9337540,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=[N+]([O-])c1c(I)ccc2c1C=CC1(CCCCCC1)O2']"
9379290,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(I)c4C[C@H]3C[C@@H]12']"
9445804,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'N#Cc1ccc(Br)cc1']"
9538934,inter_rxn_one_to_beta,"['C=CC(N)=O', 'COc1cc2c(cc1OC)N(C(=O)OCC(Cl)(Cl)Cl)[C@@H](O)[C@@H]1CC(OS(=O)(=O)C(F)(F)F)=CN1C2=O']"
9549771,inter_rxn_one_to_beta,"['C=Cc1ccc(N(CCCC)CCCC)cc1', 'CCOC(OCC)c1ccc(/C=C/c2ccc(I)cc2)cc1']"
9574455,inter_rxn_one_to_beta,"['C=CB1OC(C)CC(C)(C)O1', 'COc1ccc(I)cc1']"
9667699,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'O=C(c1ccccc1)c1ccc(Cl)cc1']"
9674526,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Cc1ccc(S(=O)(=O)Nc2cccc(I)c2)cc1']"
9674527,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Cc1ccc(S(=O)(=O)N(C)c2cccc(I)c2)cc1']"
9674538,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CN(c1cccc(I)c1)S(=O)(=O)c1cccs1']"
9674539,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=S(=O)(Nc1ccc(I)cc1)c1cccs1']"
9674540,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=S(=O)(Nc1cccc(I)c1)c1cccs1']"
9674541,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CN(c1ccc(I)cc1)S(=O)(=O)c1cccs1']"
9674543,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Cc1cccc(S(=O)(=O)N(C)c2cccc(I)c2)c1']"
9674544,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Cc1cccc(S(=O)(=O)N(C)c2ccc(I)cc2)c1']"
9674545,inter_rxn_one_to_beta,"['C=CC(=O)O', 'Cc1cccc(S(=O)(=O)Nc2cccc(I)c2)c1']"
9674546,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=S(=O)(Nc1cccc(I)c1)c1ccc(Cl)cc1']"
9674547,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CN(c1cccc(I)c1)S(=O)(=O)c1ccc(Cl)cc1']"
9674548,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CN(c1ccc(I)cc1)S(=O)(=O)c1ccc(Cl)cc1']"
9674551,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COc1ccc(S(=O)(=O)N(C)c2ccc(I)cc2)cc1OC']"
9674552,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COc1ccc(S(=O)(=O)N(C)c2cccc(I)c2)cc1OC']"
9674553,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COc1ccc(S(=O)(=O)Nc2cccc(I)c2)cc1OC']"
9674554,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=S(=O)(Nc1cccc(I)c1)c1ccc(-c2ccccc2)cc1']"
9674555,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CN(c1ccc(I)cc1)S(=O)(=O)c1ccc(-c2ccccc2)cc1']"
9674556,inter_rxn_one_to_beta,"['C=CC(=O)O', 'CN(c1cccc(I)c1)S(=O)(=O)c1ccc(-c2ccccc2)cc1']"
9772958,inter_rxn_one_to_beta,"['C=CC1(CC)OCCO1', 'CCOC(=O)/C(=C/Br)OC(C)=O']"
9776580,inter_rxn_one_mixture,"['C=COCCN(CC)CC', 'O=S(=O)(OC1=CCCc2ccccc21)C(F)(F)F']"
9776581,inter_rxn_one_mixture,"['C=COCCN(CC)CC', 'COc1ccc2c(c1)CCC=C2OS(=O)(=O)C(F)(F)F']"
9797520,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Cc1ccccc1Br']"
9797525,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Cc1cccc(C)c1Br']"
9809056,inter_rxn_one_to_beta,"['C=CC(=O)O', 'O=C(O)/C=C/c1cc(Br)cs1']"
9868144,inter_rxn_one_to_beta,"['C=CCCCC', 'O=c1c(Cl)nc(Cl)c(-c2ccccc2)n1Cc1ccccc1']"
9951964,inter_rxn_one_to_beta,"['C=Cc1ccc(OCc2ccccc2)cc1', 'Nc1nc(N)c2cc(I)ccc2n1']"
10140055,inter_rxn_one_to_beta,"['C=CC#N', 'Cc1cc(-c2ccccc2)n2nc(-c3ccccc3)c(I)c2n1']"
10193010,inter_rxn_one_mixture,"['C=COCCCC', 'Clc1ccc2ccccc2c1']"
10198216,inter_rxn_one_to_beta,"['C=Cc1cc2c(cc1C)OCO2', 'Oc1ccccc1I']"
10219357,inter_rxn_one_mixture,"['C=COCCCC', 'FC(F)(F)c1ccc(Cl)cc1']"
10222209,inter_rxn_one_to_beta,"['C=CC(N)=O', 'CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccc(Br)cc21']"
10231270,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Brc1ccc(-c2cccs2)s1']"
10272762,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10280835,inter_rxn_one_to_beta,"['C=CCOCC', 'CC(C)(C)OC(=O)/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10280838,inter_rxn_one_to_beta,"['C=CCOCC', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10286203,inter_rxn_one_to_beta,"['C=CCOC', 'CC(C)(C)OC(=O)/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10286681,inter_rxn_one_to_beta,"['C=CC(=O)N(C)C', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10286689,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COC(=O)CCc1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10286691,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(C)(C)OC(=O)CCc1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10286720,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COC(=O)/C=C/c1cccc(N(Cc2cccc(Br)c2)C(=O)C2CCCCC2)c1']"
10286752,inter_rxn_one_to_beta,"['C=CC(=O)NC(C)(C)C', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10289588,inter_rxn_one_to_beta,"['C=Cc1ccc(C(C)(C)C)cc1', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10289735,inter_rxn_one_to_beta,"['C=CCOc1ccccc1', 'CC(C)(C)OC(=O)/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10289736,inter_rxn_one_to_beta,"['C=CCOc1ccccc1', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10317252,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1c(CN(C(=O)C2CC2)c2ccc(Br)cc2)ccc2c1OC(C)(C)C=C2']"
10317253,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1c(CN(C(=O)c2ccccc2)c2cccc(Br)c2)ccc2c1OC(C)(C)CC2']"
10317256,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1c(CN(C(=O)c2ccccc2)c2cccc(Br)c2)ccc2c1OC(C)(C)C=C2C#N']"
10317257,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10317258,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)CCc1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10317259,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1c(CN(C(=O)c2ccccc2)c2cccc(Br)c2)ccc2c1OC(C)(C)[C@@H](O)[C@H]2O']"
10317260,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1c(CN(C(=O)c2ccccc2)c2cccc(Br)c2)ccc2c1OC(C)(C)[C@H](O)[C@H]2O']"
10317267,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1c(CN(C(=O)c2ccccc2)c2cccc(Br)c2)ccc2c1OC(C)(C)[C@H](O)[C@H]2N1CCCCC1']"
10317358,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)/C=C/c1cccc(N(Cc2ccc(Br)cc2)C(=O)C2CCCCC2)c1']"
10327302,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)(C)OC(=O)/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(Br)c2)cc1']"
10430175,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCCN(CC(=O)Nc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(I)cc1']"
11141404,inter_rxn_one_to_beta,"['C=CC[C@H]1C[C@@H]([C@@H](O)c2ccc(OC)c(OC)c2)CO[C@@H]1c1ccc(OC)c(OC)c1', 'COc1ccc(Br)cc1OC']"
24800313,inter_rxn_one_to_beta,"['C=Cc1ccc(NC(=O)[C@H]2CCCN2C(=O)OC(C)(C)C)cc1', 'FC(F)(F)c1ccc(I)cc1']"
25959573,inter_rxn_one_to_beta,"['C=CC=O', 'O=S(=O)(Oc1cccc2cccnc12)C(F)(F)F']"
25996889,inter_rxn_one_to_beta,"['C=CC(C)O', 'Brc1ccccc1']"
28171665,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COc1cc(I)cc(OC)c1OC']"
28185977,inter_rxn_one_to_beta,"['C=CC#N', 'Cc1ccc(Br)cc1']"
28190158,inter_rxn_one_to_beta,"['C=CC1CC(OC)=CC(=O)O1', 'COc1ccc(I)cc1']"
28206450,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CN1CCN(c2ccc(N/C=C3\\C(=O)NC(=O)c4ccc(Br)cc43)cc2)CC1']"
28216205,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Ic1ncnc2ncn(Cc3ccccc3)c12']"
28216209,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Ic1ncnc2ncn(Cc3ccccc3)c12']"
28216214,inter_rxn_one_to_beta,"['C=CC#N', 'Ic1ncnc2ncn(Cc3ccccc3)c12']"
28407124,inter_rxn_one_to_alpha,"['C=CN1CCCC1=O', 'Brc1cccc2ccccc12']"
28505653,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)(C)[Si](C)(C)OCc1ccc(N)c(I)c1']"
28565598,inter_rxn_one_to_beta,"['C=Cc1ccc(C(F)(F)F)cc1', 'Cc1ccc(I)cc1']"
28724838,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'Cc1oc2ccccc2c(=O)c1Br']"
28724870,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)c(OC)c1', 'Cc1oc2ccccc2c(=O)c1Br']"
28775528,inter_rxn_one_to_beta,"['C=CC(=O)CCCCC', 'O=C(c1ccccc1)c1ccc(Br)cc1']"
28775536,inter_rxn_one_to_beta,"['C=CC(=O)CC', 'Cc1ccccc1Br']"
28775537,inter_rxn_one_to_beta,"['C=CC(=O)CC', 'Cc1cc(C)c(Br)c(C)c1']"
28775546,inter_rxn_one_to_beta,"['C=CC(=O)CCC', 'Cc1cc(C)c(Br)c(C)c1']"
28894324,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Oc1nn(-c2ccccc2)cc1Br']"
28942830,inter_rxn_one_to_beta,"['C=CP(=O)(OCC)OCC', 'O=[N+]([O-])c1cccc(Br)c1']"
29169066,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'CCOC(=O)c1ccc(-c2nc(-c3cc(OC)cc(OC)c3)sc2Cl)cc1']"
29177290,inter_rxn_one_mixture,"['C=Cc1ccccc1', 'Cn1cc(I)c(=O)c2ccccc21']"
29242518,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=CC1=C(Br)c2ccccc2CC1']"
29317711,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COc1cc(OC)c(Br)c(OC)c1']"
29344672,inter_rxn_one_to_beta,"['C=CCC[C@@H]1CCC(=O)N1', 'COc1cccc(Cl)c1']"
29351181,inter_rxn_one_to_alpha,"['C=COCCCC', 'CN(C)CCc1sc2ccccc2c1Br']"
29526676,inter_rxn_one_to_beta,"['C=Cc1ccncc1', 'CS(=O)(=O)c1ccc(-c2sc3ccccc3c2I)cc1']"
29526727,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)c(OC)c1', 'COc1ccc2sc(-c3ccc(S(C)(=O)=O)cc3)c(I)c2c1']"
29634589,inter_rxn_one_to_beta,"['C=Cc1cccc([N+](=O)[O-])c1', 'O=[N+]([O-])c1ccc(I)cc1']"
29634601,inter_rxn_one_to_beta,"['C=Cc1cc(OC)cc(OC)c1', 'CC(=O)Oc1ccc(I)cc1']"
29634602,inter_rxn_one_to_beta,"['C=Cc1cc(OC)c(OC)c(OC)c1', 'Nc1ccc(I)cc1']"
29634608,inter_rxn_one_to_beta,"['C=Cc1cc(OC)cc(OC)c1', 'NCc1ccc(I)cc1']"
29656261,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=S(=O)(Oc1ccc(C(=C2C3CCCC2CCC3)c2ccc(O)cc2)cc1)C(F)(F)F']"
29656277,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=S(=O)(Oc1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1)C(F)(F)F']"
29658969,inter_rxn_one_to_beta,"['C=COCCCC', 'Clc1ncc(C2CC2)c(Cl)n1']"
29676336,inter_rxn_one_to_beta,"['C=Cc1ccc(N(C)C)cc1', 'CC1(C)c2cc(I)ccc2-c2ccc([N+](=O)[O-])cc21']"
29751457,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'C[Si](C)(C)[Si](C)(C)C1[Si](C)(C)[Si](C)(C)C(c2ccc(I)cc2)[Si](C)(C)[Si]1(C)C']"
29805321,inter_rxn_one_to_beta,"['C=CC(C)(C)O', 'CN1c2cccc(Br)c2[C@]23CCNC(=O)[C@]2(CCO)c2ccccc2N(C(=O)OC(C)(C)C)[C@H]13']"
29820364,inter_rxn_one_to_beta,"['C=Cc1ccc(C#N)cc1', 'CC1(Cc2ccccc2)CC(S(=O)(=O)c2ccc(Br)cc2)=C(c2ccc(C#N)cc2)O1']"
29835113,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CCCCCCCc1c(I)c(=O)c2ccccc2n1C']"
29851245,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CS(=O)(=O)Nc1ccc(I)cc1Oc1ccccc1']"
29953856,inter_rxn_one_to_beta,"['C=COCCN(C)C', 'O=c1ccc2c(OS(=O)(=O)C(F)(F)F)cccc2[nH]1']"
29988743,inter_rxn_one_to_beta,"['C=CC(C)(C)O', 'CC(C)(C)OC(=O)N1CCN(c2ncc(Br)cc2Br)CC1']"
30252958,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(=O)N(c1c(C)cc(C)cc1I)C1C=CCCC1']"
30444669,inter_rxn_one_to_beta,"['C=CC(=O)c1ccccc1', 'O=C1C=C(Br)CCC1']"
30542077,inter_rxn_one_to_beta,"['C=CCCCCOC(C)=O', 'CC(=O)OI(OC(C)=O)c1ccccc1']"
30542083,inter_rxn_one_to_beta,"['C=CCCCCN1C(=O)c2ccccc2C1=O', 'CC(=O)OI(OC(C)=O)c1ccccc1']"
30667721,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Ic1cnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1']"
30736994,inter_rxn_one_to_beta,"['C=Cc1ccc(OC(C)=O)cc1', 'CN1c2ccccc2Sc2cc(Br)ccc21']"
30940682,inter_rxn_one_to_beta,"['C=Cc1ccc(C(=O)OC(C)(C)C)cc1', 'Cc1cc(I)cc(C)c1[N+](=O)[O-]']"
31012749,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Ic1ccccc1N1CC=CC1']"
31038710,inter_rxn_one_to_beta,"['C=Cc1ccc2c(c1)c1ccccc1n2CCCCCCC', 'CCCCCCCn1c2ccc(I)cc2c2cc(C=O)ccc21']"
31048234,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=CNc1ccccc1Br']"
31152828,inter_rxn_one_to_beta,"['C=CC(C)(C)O', 'O=c1c(Br)coc2ccccc12']"
31374668,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=Cc1cc2c(cc1Br)OCO2']"
31498062,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'CN(C)CCN1C(=O)c2cccc3c(Br)ccc(c23)C1=O']"
31642367,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CCn1c(-c2ccc(Br)cc2)nc2ccccc21']"
